customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_was_missing,monthly_charges_was_missing,total_logins,avg_session_mins,login_days_active,days_since_last_login,total_tickets,avg_resolution_hours,max_resolution_hours,billing_tickets,technical_tickets,billing_ticket_ratio,total_bills,total_late_payments,late_payment_rate,avg_payment_gap,max_payment_gap,avg_amount_due
2911-WDXMV,Male,0,No,Yes,18.0,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.55,1406.65,0,0,0,7.0,182.0,1.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,114.6
7206-PQBBZ,Male,1,Yes,No,11.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.2,834.7,0,0,0,0.0,0.0,0.0,365.0,1.0,56.4,56.4,1.0,0.0,1.0,1,0,0.0,0.0,0.0,98.3
3106-ULWFW,Female,0,Yes,No,8.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),85.2,627.4,1,0,0,3.0,283.0,1.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,64.08
0925-VYDLG,Female,0,No,No,3.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,75.25,242.0,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,66.82
4547-FZJWE,Male,0,Yes,Yes,55.0,Yes,No,Dsl,Yes,No,No,No,No,Yes,One Year,No,Credit Card (Automatic),59.45,3157.0,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,46.93
7422-WNBTY,Male,0,Yes,No,33.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,93.35,3092.0,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,59.1
0842-IWYCP,Female,0,No,No,46.0,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),44.95,2168.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,10.49,31.46,108.95
3521-HTQTV,Male,0,No,No,34.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),26.1,980.35,0,0,0,17.0,105.66666666666667,3.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,5.42,5.42,99.4
3744-ZBHON,Female,0,No,No,12.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,20.2,65.95,0,1,0,6.0,238.0,1.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,3.39,10.17,87.46
3373-DIUUN,Male,0,Yes,Yes,30.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,21.25,711.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,50.55
8383-SGHJU,Female,0,No,No,33.0,Yes,Yes,Dsl,Yes,No,No,Yes,No,No,One Year,No,Electronic Check,59.4,1952.8,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,116.02
7607-QKKTJ,Male,0,Yes,Yes,45.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),95.0,4368.85,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,2.09,6.28,73.64
7707-PYBBH,Male,0,No,No,40.0,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,61.9,2647.1,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,34.22,34.22,77.62
8984-HPEMB,Female,0,No,No,71.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,118.65,8477.6,0,0,0,7.0,172.0,1.0,86.0,1.0,34.5,34.5,1.0,0.0,1.0,2,0,0.0,0.0,0.0,49.36
4349-GFQHK,Male,0,No,No,1.0,Yes,Yes,Dsl,No,No,Yes,No,No,No,Month-To-Month,No,Electronic Check,54.35,54.35,1,0,0,8.0,258.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,73.79
4139-DETXS,Female,0,Yes,Yes,72.0,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),64.45,4528.0,0,0,0,0.0,0.0,0.0,365.0,2.0,5.95,10.3,1.0,1.0,0.5,2,0,0.0,0.0,0.0,73.89
9779-DPNEJ,Female,0,Yes,Yes,12.0,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,80.15,1790.65,0,1,0,0.0,0.0,0.0,365.0,3.0,17.366666666666667,37.1,3.0,0.0,1.0,1,1,1.0,15.76,15.76,49.58
9805-FILKB,Male,0,Yes,Yes,46.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),20.15,845.6,0,0,1,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,87.84
5793-YOLJN,Female,0,Yes,Yes,55.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,21.0,1210.3,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,49.69
0673-IGUQO,Male,0,No,No,1.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.45,20.45,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,4.17,12.52,56.54
4123-FCVCB,Female,0,No,No,12.0,Yes,Yes,Dsl,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,75.85,854.45,0,0,0,4.0,263.0,1.0,120.0,1.0,23.0,23.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,63.0
8819-IMISP,Male,0,No,No,31.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.45,2429.1,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.67,16.15,44.44,76.52
7802-EFKNY,Male,0,Yes,No,5.0,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,24.95,100.4,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,47.97
8311-UEUAB,Female,0,Yes,Yes,67.0,Yes,Yes,Dsl,Yes,No,No,No,Yes,Yes,Two Year,Yes,Electronic Check,75.5,5229.45,0,0,0,7.0,235.0,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,1.37,4.12,77.83
5858-EAFCZ,Male,0,No,No,1.0,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.45,44.45,0,0,0,12.0,112.0,2.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,70.75
8035-BUYVG,Male,0,Yes,No,40.0,No,No Phone Service,Dsl,Yes,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,42.35,1716.45,1,0,0,11.0,253.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,54.13
1163-ONYEY,Male,0,Yes,Yes,41.0,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),74.55,3023.55,0,0,0,7.0,18.0,1.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,58.98
9787-XVQIU,Male,0,No,No,1.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.3,75.3,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,38.31
8945-MUQUF,Male,0,No,No,51.0,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,94.8,4837.6,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,108.15
5656-MJEFC,Male,0,Yes,Yes,42.0,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card (Automatic),48.15,2032.3,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,2.5,5.01,60.69
6082-OQFBA,Male,0,Yes,Yes,23.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.65,436.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,35.91
8051-HJRLT,Female,1,No,No,1.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.55,70.55,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,33.61,33.61,96.24
8974-OVACP,Female,0,No,No,1.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.15,20.15,0,0,0,7.0,208.0,1.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,7.38,22.15,84.08
4010-YLMVT,Female,0,No,No,56.0,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),106.6,5893.95,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,84.38
1379-FRVEB,Male,0,No,Yes,15.0,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,91.0,1430.05,0,0,0,0.0,0.0,0.0,365.0,1.0,83.6,83.6,1.0,0.0,1.0,2,0,0.0,0.0,0.0,88.06
8612-GXIDD,Male,0,Yes,Yes,12.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),25.4,313.0,0,0,0,0.0,0.0,0.0,365.0,1.0,34.6,34.6,1.0,0.0,1.0,3,0,0.0,0.0,0.0,78.01
6288-CHQJB,Female,0,Yes,Yes,54.0,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Transfer (Automatic),69.95,3871.85,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,64.99
8160-HOWOX,Female,0,No,No,7.0,Yes,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,66.85,458.1,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,4.22,8.44,43.06
3023-GFLBR,Female,0,Yes,Yes,33.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),86.15,2745.7,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,90.19
6648-INWPS,Male,0,Yes,Yes,16.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,20.15,341.35,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,2.32,6.97,74.05
4223-BKEOR,Female,0,No,Yes,21.0,Yes,No,Dsl,Yes,No,Yes,No,No,Yes,One Year,No,Mailed Check,64.85,1336.8,0,0,0,0.0,0.0,0.0,365.0,1.0,31.8,31.8,0.0,1.0,0.0,1,0,0.0,0.0,0.0,32.99
4079-VTGLK,Male,1,Yes,No,30.0,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Two Year,No,Electronic Check,74.85,2181.75,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,33.95
1763-WQFUK,Male,0,No,No,3.0,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,50.5,147.75,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,37.14
1391-UBDAR,Male,0,No,No,11.0,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Electronic Check,72.9,818.45,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,54.16
8894-JVDCV,Female,0,No,No,62.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),115.05,7133.45,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,43.8
2023-VQFDL,Male,0,No,No,18.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,19.0,348.8,0,0,0,3.0,216.0,1.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,108.31
1345-GKDZZ,Male,0,No,Yes,6.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.55,128.6,0,0,0,6.0,154.0,1.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,54.68
2014-MKGMH,Female,0,No,No,44.0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,101.1,4674.4,0,1,0,0.0,0.0,0.0,365.0,1.0,2.2,2.2,1.0,0.0,1.0,3,0,0.0,0.0,0.0,90.38
5628-FCGYG,Male,0,No,No,21.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.1,1737.45,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,114.82
2560-WBWXF,Male,0,No,No,68.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),24.15,1498.85,0,0,0,13.0,166.0,2.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,12.27,12.29,41.28
0248-IPDFW,Female,0,No,No,1.0,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.1,50.1,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,11.1,22.19,57.66
7978-DKUQH,Female,0,Yes,No,25.0,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,74.6,1797.75,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,66.45
4335-UPJSI,Female,0,No,Yes,24.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,498.1,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,103.04
0524-IAVZO,Female,0,Yes,No,30.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.0,2624.25,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,1.24,2.48,42.54
2737-YNGYW,Female,0,No,No,2.0,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,80.55,184.1,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,78.93
1784-EZDKJ,Male,0,Yes,No,51.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),106.8,5498.8,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.67,17.33,27.27,95.11
9297-FVVDH,Female,0,Yes,Yes,57.0,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,84.5,4845.4,0,0,0,6.0,139.5,2.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,80.49
8007-YYPWD,Female,0,No,No,15.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),25.05,369.1,0,0,0,4.0,282.0,1.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,12.64,25.29,88.93
7101-HRBLJ,Female,0,Yes,Yes,72.0,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),83.7,6096.9,0,0,0,6.0,65.0,1.0,29.0,2.0,11.149999999999999,20.9,2.0,0.0,1.0,2,0,0.0,0.0,0.0,30.04
5159-YFPKQ,Female,0,No,No,2.0,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,75.8,160.75,1,0,0,9.0,117.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,6.05,18.15,70.02
6635-CPNUN,Male,0,Yes,No,28.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),96.6,2684.35,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,26.51
4021-RQSNY,Male,1,Yes,No,29.0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.5,3004.15,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,111.03
5453-YBTWV,Male,0,Yes,Yes,64.0,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),101.1,6994.8,0,1,0,0.0,0.0,0.0,365.0,2.0,37.05,45.2,1.0,0.0,0.5,2,1,0.5,8.8,17.61,69.61
5039-LZRQT,Female,0,No,No,13.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.2,273.25,0,0,0,5.0,144.0,1.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,88.98
2931-VUVJN,Female,1,Yes,No,59.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Electronic Check,94.05,5483.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,46.64
9061-TIHDA,Male,1,Yes,No,12.0,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.25,1233.65,1,1,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,110.75
8699-ASUFO,Male,1,Yes,No,7.0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,74.4,527.9,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,62.58
6418-PIQSP,Female,0,Yes,No,62.0,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,4985.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,8.41,16.83,102.98
8220-OCUFY,Female,0,No,No,21.0,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,60.25,1258.35,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,97.27
3995-WFCSM,Female,0,No,No,2.0,Yes,No,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,60.85,111.4,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,2.12,6.35,64.03
1895-QTKDO,Female,0,No,No,1.0,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),43.95,43.95,0,0,0,5.0,127.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,56.89
2038-OEQZH,Male,0,No,No,4.0,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,91.75,308.1,0,0,1,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,65.41
1178-PZGAB,Female,0,No,No,19.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),20.25,383.65,0,0,0,10.0,104.0,1.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,68.23
7927-AUXBZ,Female,0,No,No,30.0,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,85.15,2555.9,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,107.4
2626-VEEWG,Male,0,Yes,Yes,67.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),19.4,1284.2,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,1.66,3.32,50.72
2878-RMWXY,Male,1,Yes,No,64.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card (Automatic),102.65,7550.3,0,1,0,4.0,284.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.67,7.82,13.39,55.03
1657-DYMBM,Male,0,Yes,No,53.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.9,1110.05,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,4.95,14.86,72.48
7311-MQJCH,Female,0,No,No,5.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,19.55,99.6,0,0,0,10.0,106.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,63.57
7375-WMVMT,Male,1,Yes,No,71.0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card (Automatic),95.5,6707.15,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,42.45
1136-XGEQU,Female,0,Yes,Yes,50.0,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),84.15,4164.4,0,0,0,0.0,0.0,0.0,365.0,1.0,8.6,8.6,1.0,0.0,1.0,3,0,0.0,0.0,0.0,57.48
2530-FMFXO,Male,0,Yes,Yes,56.0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,103.2,5873.75,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,43.67
6844-DZKRF,Male,0,No,No,2.0,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),50.2,109.25,0,0,0,0.0,0.0,0.0,365.0,1.0,17.0,17.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,94.62
4695-WJZUE,Female,1,No,No,2.0,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,91.75,179.25,1,0,1,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,70.03
7619-ODSGN,Male,0,Yes,Yes,24.0,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,54.75,1338.15,1,0,0,8.0,257.0,1.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,76.46
5970-GHJAW,Male,0,Yes,Yes,46.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.95,862.4,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,88.38
8879-XUAHX,Male,0,Yes,No,71.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,116.25,8564.75,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,102.17
3689-MOZGR,Female,0,No,No,29.0,No,No Phone Service,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,31.2,926.2,0,0,0,7.0,226.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,31.17,31.17,98.25
4195-PNGZS,Male,0,Yes,Yes,69.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.45,1718.2,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,2.48,4.95,79.98
5003-XZWWO,Male,0,Yes,No,71.0,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),84.2,5956.85,0,0,0,12.0,179.5,2.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,55.82
3988-RQIXO,Female,1,No,No,1.0,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,91.3,91.3,1,0,0,0.0,0.0,0.0,365.0,1.0,31.1,31.1,1.0,0.0,1.0,3,0,0.0,0.0,0.0,73.52
