customer_id,billing_date,amount_due,amount_paid,payment_gap,late_payment
0946-FKYTX,2022-04-16,110.67,110.67,0.0,0
0946-FKYTX,2022-09-24,89.73,71.46,18.27,1
5076-YVXCM,2022-09-01,38.17,38.17,0.0,0
8262-COGGB,2022-02-21,69.84,61.43,8.41,1
6663-JOCQO,2022-03-08,33.72,27.94,5.78,1
6663-JOCQO,2022-07-04,30.64,30.64,0.0,0
6663-JOCQO,2022-04-26,93.65,93.65,0.0,0
9620-QJREV,2022-08-20,114.85,114.85,0.0,0
9620-QJREV,2022-11-12,107.23,107.23,0.0,0
2276-YDAVZ,2022-06-01,65.38,65.38,0.0,0
2276-YDAVZ,2022-03-23,47.96,47.96,0.0,0
2276-YDAVZ,2022-06-22,100.38,100.38,0.0,0
2682-KEVRP,2022-04-28,113.1,113.1,0.0,0
2480-JZOSN,2022-09-12,91.67,91.67,0.0,0
2480-JZOSN,2022-01-10,78.89,78.89,0.0,0
0078-XZMHT,2022-11-02,61.6,61.6,0.0,0
0078-XZMHT,2022-07-26,85.91,85.91,0.0,0
0078-XZMHT,2022-09-26,100.52,100.52,0.0,0
5896-NPFWW,2022-07-22,55.99,55.99,0.0,0
5896-NPFWW,2022-08-21,24.23,24.23,0.0,0
9978-HYCIN,2022-07-08,105.54,82.6,22.94,1
9978-HYCIN,2022-03-30,92.99,92.99,0.0,0
8338-QIUNR,2022-04-04,62.88,62.88,0.0,0
8338-QIUNR,2022-10-06,94.48,94.48,0.0,0
1525-LNLOJ,2022-01-07,79.27,79.27,0.0,0
1525-LNLOJ,2022-06-29,84.33,84.33,0.0,0
9450-TRJUU,2022-04-20,32.03,32.03,0.0,0
9450-TRJUU,2022-05-20,43.51,43.51,0.0,0
1766-GKNMI,2022-04-20,79.97,79.97,0.0,0
1766-GKNMI,2022-04-29,81.59,81.59,0.0,0
1766-GKNMI,2022-12-23,72.82,72.82,0.0,0
6942-LBFDP,2022-09-28,119.42,119.42,0.0,0
6942-LBFDP,2022-07-22,66.2,66.2,0.0,0
6942-LBFDP,2022-08-10,23.14,23.14,0.0,0
1456-TWCGB,2022-10-07,113.75,113.75,0.0,0
1456-TWCGB,2022-07-25,58.48,58.48,0.0,0
7133-VBDCG,2022-06-20,117.15,104.99,12.16,1
7133-VBDCG,2022-06-29,34.04,34.04,0.0,0
7596-ZYWBB,2022-08-10,64.78,64.78,0.0,0
7596-ZYWBB,2022-02-08,115.49,115.49,0.0,0
8329-UTMVM,2022-12-27,79.86,59.1,20.76,1
8329-UTMVM,2022-09-10,104.24,104.24,0.0,0
3014-WJKSM,2022-03-09,35.79,28.81,6.98,1
3014-WJKSM,2022-03-06,81.89,81.89,0.0,0
3014-WJKSM,2022-10-16,61.56,61.56,0.0,0
3347-YJZZE,2022-10-25,94.81,94.81,0.0,0
3347-YJZZE,2022-10-05,23.18,23.18,0.0,0
1029-QFBEN,2022-10-01,40.23,22.57,17.66,1
7929-DMBCV,2022-04-08,27.59,27.59,0.0,0
7929-DMBCV,2022-09-17,85.86,85.86,0.0,0
9661-JALZV,2022-09-29,93.25,93.25,0.0,0
5433-KYGHE,2022-02-13,43.65,43.65,0.0,0
5433-KYGHE,2022-08-09,36.56,36.56,0.0,0
5433-KYGHE,2022-09-07,97.83,97.83,0.0,0
4312-KFRXN,2022-02-01,60.16,60.16,0.0,0
5575-TPIZQ,2022-09-13,66.11,66.11,0.0,0
0114-IGABW,2022-11-19,56.14,56.14,0.0,0
9944-AEXBM,2022-06-03,59.37,59.37,0.0,0
1853-ARAAQ,2022-10-07,113.83,113.83,0.0,0
1853-ARAAQ,2022-04-17,100.96,58.41,42.55,1
1853-ARAAQ,2022-10-10,115.67,115.67,0.0,0
6952-OMNWB,2022-10-22,108.23,108.23,0.0,0
6952-OMNWB,2022-03-17,51.38,51.38,0.0,0
6952-OMNWB,2022-09-29,108.49,108.49,0.0,0
4697-LUPSU,2022-04-28,61.55,61.55,0.0,0
8434-VGEQQ,2022-06-23,101.08,85.41,15.67,1
4952-YSOGZ,2022-01-05,57.25,57.25,0.0,0
1589-AGTLK,2022-01-27,82.88,82.88,0.0,0
1589-AGTLK,2022-06-15,85.58,43.2,42.38,1
1589-AGTLK,2022-06-13,99.92,99.92,0.0,0
5244-IRFIH,2022-05-16,41.69,41.69,0.0,0
5244-IRFIH,2022-12-15,116.57,83.63,32.94,1
5244-IRFIH,2022-02-19,103.86,103.86,0.0,0
6549-YMFAW,2022-08-03,43.94,43.94,0.0,0
6549-YMFAW,2022-05-09,101.4,101.4,0.0,0
4950-HKQTE,2022-04-27,27.08,24.64,2.44,1
6786-OBWQR,2022-02-20,52.68,52.68,0.0,0
6786-OBWQR,2022-12-07,87.69,87.69,0.0,0
2684-EIWEO,2022-08-25,37.45,37.45,0.0,0
2753-JMMCV,2022-02-04,20.55,10.61,9.94,1
6439-GTPCA,2022-12-11,44.01,44.01,0.0,0
6621-YOBKI,2022-02-13,47.99,47.99,0.0,0
6621-YOBKI,2022-09-15,45.68,30.85,14.83,1
6621-YOBKI,2022-06-11,54.21,54.21,0.0,0
1216-JWVUX,2022-09-22,38.38,38.38,0.0,0
1216-JWVUX,2022-03-22,49.4,49.4,0.0,0
7564-GHCVB,2022-07-27,48.04,48.04,0.0,0
7564-GHCVB,2022-03-30,105.89,105.89,0.0,0
7564-GHCVB,2022-12-10,72.35,72.35,0.0,0
1173-NOEYG,2022-04-22,47.97,47.97,0.0,0
7595-EHCDL,2022-12-20,51.51,51.51,0.0,0
6647-ZEDXT,2022-10-09,110.3,110.3,0.0,0
6647-ZEDXT,2022-05-16,55.78,55.78,0.0,0
6647-ZEDXT,2022-06-22,66.51,66.51,0.0,0
2521-NPUZR,2022-05-20,52.61,52.61,0.0,0
1307-TVUFB,2022-05-17,93.76,93.76,0.0,0
7503-MIOGA,2022-06-27,77.42,44.69,32.73,1
7503-MIOGA,2022-08-02,35.62,35.62,0.0,0
4381-MHQDC,2022-02-15,52.8,52.8,0.0,0
6923-JHPMP,2022-05-25,20.89,20.89,0.0,0
6923-JHPMP,2022-11-04,30.43,30.43,0.0,0
5138-WVKYJ,2022-04-11,69.71,53.67,16.04,1
5138-WVKYJ,2022-04-15,39.34,39.34,0.0,0
4018-PPNDW,2022-12-05,38.31,38.31,0.0,0
1635-FJFCC,2022-09-12,107.34,107.34,0.0,0
2499-AJYUA,2022-11-01,98.88,98.88,0.0,0
6919-ELBGL,2022-11-04,47.48,47.48,0.0,0
6919-ELBGL,2022-04-07,28.8,24.69,4.11,1
3966-HRMZA,2022-01-30,81.49,81.49,0.0,0
6425-JWTDV,2022-08-09,48.29,48.29,0.0,0
8405-IGQFX,2022-06-30,27.68,27.68,0.0,0
8405-IGQFX,2022-12-09,105.49,105.49,0.0,0
8224-IVVPA,2022-11-03,53.37,53.37,0.0,0
9477-LGWQI,2022-02-18,117.19,64.39,52.8,1
1410-RSCMR,2022-10-28,31.45,31.45,0.0,0
1410-RSCMR,2022-07-02,47.42,47.42,0.0,0
3115-CZMZD,2022-08-21,106.03,106.03,0.0,0
0139-IVFJG,2022-08-07,24.61,16.28,8.33,1
0139-IVFJG,2022-09-18,49.16,49.16,0.0,0
0139-IVFJG,2022-07-03,27.48,27.48,0.0,0
6683-VLCTZ,2022-12-11,73.25,73.25,0.0,0
5730-DBDSI,2022-12-20,28.18,28.18,0.0,0
5730-DBDSI,2022-05-07,80.2,49.26,30.94,1
0030-FNXPP,2022-01-21,93.6,93.6,0.0,0
0030-FNXPP,2022-08-05,78.19,45.62,32.57,1
2189-WWOEW,2022-11-26,46.46,46.46,0.0,0
2189-WWOEW,2022-02-28,51.66,51.66,0.0,0
2189-WWOEW,2022-09-24,44.61,24.82,19.79,1
5684-FJVYR,2022-08-18,27.68,27.68,0.0,0
5684-FJVYR,2022-01-15,65.7,65.7,0.0,0
4013-GUXND,2022-03-14,106.92,106.92,0.0,0
4013-GUXND,2022-08-22,22.56,22.56,0.0,0
1894-IGFSG,2022-01-14,43.68,43.68,0.0,0
1894-IGFSG,2022-04-05,53.62,53.62,0.0,0
1894-IGFSG,2022-03-19,102.0,102.0,0.0,0
7379-POKDZ,2022-04-25,99.29,99.29,0.0,0
1266-NZYUI,2022-02-20,78.55,78.55,0.0,0
1266-NZYUI,2022-03-16,60.36,60.36,0.0,0
7969-FFOWG,2022-08-21,62.19,62.19,0.0,0
4718-DHSMV,2022-02-13,73.52,73.52,0.0,0
4718-DHSMV,2022-09-30,67.63,67.63,0.0,0
4718-DHSMV,2022-08-09,23.07,23.07,0.0,0
5175-WLYXL,2022-07-09,41.05,41.05,0.0,0
5175-WLYXL,2022-05-19,111.84,111.84,0.0,0
5175-WLYXL,2022-12-08,34.22,34.22,0.0,0
7817-OMJNA,2022-10-21,29.09,29.09,0.0,0
8728-SKJLR,2022-06-21,115.04,115.04,0.0,0
8728-SKJLR,2022-06-28,113.13,113.13,0.0,0
8728-SKJLR,2022-10-28,97.43,97.43,0.0,0
3137-NYQQI,2022-04-25,68.38,68.38,0.0,0
7706-DZNKK,2022-01-20,78.29,72.13,6.16,1
7706-DZNKK,2022-02-05,72.05,64.46,7.59,1
7706-DZNKK,2022-07-24,105.11,105.11,0.0,0
0236-HFWSV,2022-07-03,107.03,107.03,0.0,0
0236-HFWSV,2022-08-12,94.89,94.89,0.0,0
0236-HFWSV,2022-07-11,26.98,26.98,0.0,0
3900-AQPHZ,2022-04-07,117.74,117.74,0.0,0
3900-AQPHZ,2022-01-04,46.49,46.49,0.0,0
5842-POCOP,2022-11-25,21.93,21.93,0.0,0
5842-POCOP,2022-10-25,59.73,59.73,0.0,0
2037-XJFUP,2022-09-12,53.79,53.79,0.0,0
2037-XJFUP,2022-08-27,61.98,61.98,0.0,0
8823-RLPWL,2022-11-10,47.97,47.97,0.0,0
8823-RLPWL,2022-06-14,30.44,23.26,7.18,1
8823-RLPWL,2022-02-17,109.59,95.65,13.94,1
9505-SQFSW,2022-07-14,107.72,71.73,35.99,1
9505-SQFSW,2022-02-26,20.07,20.07,0.0,0
9505-SQFSW,2022-09-08,107.22,107.22,0.0,0
7314-OXENN,2022-12-26,36.82,36.82,0.0,0
7314-OXENN,2022-07-11,50.12,50.12,0.0,0
3758-CKOQL,2022-02-21,106.95,106.95,0.0,0
3758-CKOQL,2022-08-29,113.39,113.39,0.0,0
0322-CHQRU,2022-10-06,114.5,114.5,0.0,0
0322-CHQRU,2022-12-28,102.4,102.4,0.0,0
5676-CFLYY,2022-10-13,27.34,27.34,0.0,0
5676-CFLYY,2022-01-16,74.64,74.64,0.0,0
5676-CFLYY,2022-11-26,36.98,36.98,0.0,0
7521-AFHAB,2022-03-14,93.28,93.28,0.0,0
0285-INHLN,2022-12-19,40.01,40.01,0.0,0
0285-INHLN,2022-08-28,103.88,103.88,0.0,0
0285-INHLN,2022-03-17,117.92,117.92,0.0,0
4678-DVQEO,2022-07-23,69.03,69.03,0.0,0
4678-DVQEO,2022-04-18,37.99,37.99,0.0,0
5125-CNDSP,2022-01-30,21.62,21.62,0.0,0
0691-IFBQW,2022-01-27,94.12,94.12,0.0,0
4992-LTJNE,2022-03-13,48.05,48.05,0.0,0
4992-LTJNE,2022-10-17,21.49,21.49,0.0,0
4992-LTJNE,2022-01-11,66.63,66.63,0.0,0
2202-OUTMO,2022-03-14,91.09,91.09,0.0,0
2202-OUTMO,2022-08-24,41.07,41.07,0.0,0
2202-OUTMO,2022-12-01,94.89,94.89,0.0,0
0810-BDHAW,2022-10-27,82.37,82.37,0.0,0
0229-LFJAF,2022-12-19,106.57,106.57,0.0,0
0229-LFJAF,2022-05-03,61.22,61.22,0.0,0
0229-LFJAF,2022-07-01,99.93,99.93,0.0,0
7131-ZQZNK,2022-11-11,34.81,34.81,0.0,0
7131-ZQZNK,2022-02-26,56.6,56.6,0.0,0
7131-ZQZNK,2022-11-20,30.77,30.77,0.0,0
3442-ZHHCC,2022-03-22,39.08,39.08,0.0,0
3442-ZHHCC,2022-01-03,84.5,73.66,10.84,1
5726-CVNYA,2022-10-28,54.17,54.17,0.0,0
5726-CVNYA,2022-06-04,59.6,59.6,0.0,0
5726-CVNYA,2022-08-23,25.31,25.31,0.0,0
9871-ELEYA,2022-07-09,47.68,47.68,0.0,0
9871-ELEYA,2022-01-25,54.61,43.55,11.06,1
4257-GAESD,2022-04-03,32.71,32.71,0.0,0
4257-GAESD,2022-06-05,48.36,48.36,0.0,0
4257-GAESD,2022-07-26,79.44,79.44,0.0,0
5173-WXOQV,2022-10-18,82.31,82.31,0.0,0
5173-WXOQV,2022-09-04,80.09,80.09,0.0,0
5173-WXOQV,2022-11-01,54.82,54.82,0.0,0
2040-OBMLJ,2022-01-16,56.69,56.69,0.0,0
2040-OBMLJ,2022-05-03,38.05,38.05,0.0,0
6286-ZHAOK,2022-07-27,54.76,54.76,0.0,0
6286-ZHAOK,2022-08-10,101.25,101.25,0.0,0
6286-ZHAOK,2022-03-28,65.05,65.05,0.0,0
3807-XHCJH,2022-12-19,118.02,118.02,0.0,0
3807-XHCJH,2022-08-25,65.3,65.3,0.0,0
3009-JWMPU,2022-10-23,88.88,88.88,0.0,0
5671-RQRLP,2022-07-04,105.18,105.18,0.0,0
5671-RQRLP,2022-03-17,107.87,107.87,0.0,0
5671-RQRLP,2022-02-28,25.07,25.07,0.0,0
1450-GALXR,2022-07-11,81.12,61.83,19.29,1
1450-GALXR,2022-01-20,57.46,57.46,0.0,0
1450-GALXR,2022-04-26,96.11,88.52,7.59,1
8859-AXJZP,2022-10-15,66.49,52.42,14.07,1
8859-AXJZP,2022-03-17,30.89,30.89,0.0,0
3174-AKMAS,2022-10-14,97.69,97.69,0.0,0
3174-AKMAS,2022-01-01,117.33,117.33,0.0,0
3174-AKMAS,2022-04-13,69.64,45.92,23.72,1
3138-BKYAV,2022-05-31,23.44,23.44,0.0,0
9926-PJHDQ,2022-01-07,79.34,79.34,0.0,0
9926-PJHDQ,2022-04-14,87.95,87.95,0.0,0
9926-PJHDQ,2022-12-02,81.82,81.82,0.0,0
7382-DFJTU,2022-08-08,97.81,60.5,37.31,1
7382-DFJTU,2022-10-23,107.95,107.95,0.0,0
7382-DFJTU,2022-07-22,70.21,70.21,0.0,0
2798-NYLMZ,2022-12-15,72.27,72.27,0.0,0
4289-DTDKW,2022-12-24,42.22,42.22,0.0,0
1820-TQVEV,2022-02-05,62.97,62.97,0.0,0
1820-TQVEV,2022-02-18,109.78,109.78,0.0,0
2239-JALAW,2022-02-24,44.27,44.27,0.0,0
2239-JALAW,2022-05-10,100.35,100.35,0.0,0
2239-JALAW,2022-11-16,21.54,21.54,0.0,0
4853-RULSV,2022-12-27,76.42,76.42,0.0,0
4853-RULSV,2022-01-30,31.44,31.44,0.0,0
8098-TDCBU,2022-05-12,80.06,80.06,0.0,0
8098-TDCBU,2022-04-12,110.48,110.48,0.0,0
3551-GAEGL,2022-08-20,71.99,71.99,0.0,0
3551-GAEGL,2022-02-24,68.32,68.32,0.0,0
3551-GAEGL,2022-11-20,94.78,94.78,0.0,0
4785-NKHCX,2022-08-16,48.48,48.48,0.0,0
4785-NKHCX,2022-07-13,27.48,27.48,0.0,0
4785-NKHCX,2022-03-17,102.9,102.9,0.0,0
3196-NVXLZ,2022-12-30,61.6,61.6,0.0,0
3196-NVXLZ,2022-01-18,80.51,80.51,0.0,0
3196-NVXLZ,2022-08-25,30.54,30.54,0.0,0
6275-YDUVO,2022-09-16,115.78,115.78,0.0,0
6275-YDUVO,2022-04-22,39.96,39.96,0.0,0
6275-YDUVO,2022-01-13,107.09,107.09,0.0,0
0036-IHMOT,2022-04-11,105.32,105.32,0.0,0
0036-IHMOT,2022-01-10,73.98,73.98,0.0,0
0115-TFERT,2022-11-01,57.93,57.93,0.0,0
4178-EGMON,2022-05-29,79.89,79.89,0.0,0
4178-EGMON,2022-04-07,77.9,77.9,0.0,0
4220-TINQT,2022-11-12,37.22,37.22,0.0,0
4220-TINQT,2022-01-17,95.96,95.96,0.0,0
4220-TINQT,2022-03-03,91.64,91.64,0.0,0
5318-YKDPV,2022-12-04,89.9,89.9,0.0,0
5318-YKDPV,2022-10-28,82.38,82.38,0.0,0
5318-YKDPV,2022-09-08,118.84,118.84,0.0,0
7975-TZMLR,2022-06-06,64.85,64.85,0.0,0
7975-TZMLR,2022-07-20,100.6,100.6,0.0,0
7975-TZMLR,2022-03-18,27.63,27.63,0.0,0
0295-QVKPB,2022-09-15,115.33,115.33,0.0,0
0295-QVKPB,2022-09-06,36.83,27.51,9.32,1
4335-BSMJS,2022-05-20,33.25,33.25,0.0,0
4335-BSMJS,2022-10-01,89.85,89.85,0.0,0
2311-QYMUQ,2022-12-23,79.22,79.22,0.0,0
3643-AHCFP,2022-05-16,58.65,58.65,0.0,0
3643-AHCFP,2022-05-07,81.49,81.49,0.0,0
3643-AHCFP,2022-12-17,104.31,104.31,0.0,0
9146-JRIOX,2022-05-25,30.02,30.02,0.0,0
9146-JRIOX,2022-07-15,60.34,60.34,0.0,0
3104-OWCGK,2022-07-24,49.67,49.67,0.0,0
3104-OWCGK,2022-12-02,25.67,25.67,0.0,0
5337-IIWKZ,2022-06-01,40.57,40.57,0.0,0
9101-BWFSS,2022-07-03,106.0,106.0,0.0,0
9101-BWFSS,2022-10-11,75.49,75.49,0.0,0
9101-BWFSS,2022-07-02,33.42,33.42,0.0,0
9650-VBUOG,2022-02-07,94.51,94.51,0.0,0
3487-EARAT,2022-05-27,43.24,43.24,0.0,0
3487-EARAT,2022-03-13,44.9,44.9,0.0,0
2672-TGEFF,2022-03-09,73.32,73.32,0.0,0
2672-TGEFF,2022-08-14,111.27,111.27,0.0,0
2672-TGEFF,2022-01-03,90.35,90.35,0.0,0
9231-ZJYAM,2022-09-14,38.41,38.41,0.0,0
4250-WAROZ,2022-01-11,54.14,54.14,0.0,0
4250-WAROZ,2022-07-24,67.12,67.12,0.0,0
8184-WMOFI,2022-09-04,70.91,70.91,0.0,0
8184-WMOFI,2022-04-20,70.03,70.03,0.0,0
6982-SSHFK,2022-05-05,29.03,29.03,0.0,0
6982-SSHFK,2022-01-23,59.8,59.8,0.0,0
6092-QZVPP,2022-09-29,36.13,36.13,0.0,0
4625-LAMOB,2022-07-11,28.76,28.76,0.0,0
4625-LAMOB,2022-12-02,86.94,86.94,0.0,0
0727-BMPLR,2022-06-13,110.81,110.81,0.0,0
0727-BMPLR,2022-01-01,48.06,48.06,0.0,0
0392-BZIUW,2022-03-06,72.13,54.39,17.74,1
1038-ZAGBI,2022-01-07,54.05,27.66,26.39,1
1038-ZAGBI,2022-12-14,51.99,51.99,0.0,0
6549-NNDYT,2022-07-20,64.16,64.16,0.0,0
6549-NNDYT,2022-03-19,100.33,100.33,0.0,0
3027-ZTDHO,2022-11-04,112.68,94.68,18.0,1
3027-ZTDHO,2022-09-14,59.49,59.49,0.0,0
3027-ZTDHO,2022-08-17,95.39,95.39,0.0,0
0422-OHQHQ,2022-03-22,87.13,87.13,0.0,0
0422-OHQHQ,2022-04-05,76.32,76.32,0.0,0
0422-OHQHQ,2022-11-26,79.16,79.16,0.0,0
6916-HIJSE,2022-09-23,88.22,88.22,0.0,0
6916-HIJSE,2022-11-27,119.47,119.47,0.0,0
2316-ESMLS,2022-09-19,36.88,24.08,12.8,1
2316-ESMLS,2022-11-01,81.33,81.33,0.0,0
2316-ESMLS,2022-07-28,32.87,32.87,0.0,0
9778-OGKQZ,2022-09-06,36.62,36.62,0.0,0
9778-OGKQZ,2022-03-11,96.81,96.81,0.0,0
9778-OGKQZ,2022-06-12,80.69,80.69,0.0,0
7408-OFWXJ,2022-09-10,45.83,28.31,17.52,1
7408-OFWXJ,2022-08-30,86.75,86.75,0.0,0
7408-OFWXJ,2022-11-09,70.86,70.86,0.0,0
6007-TCTST,2022-02-16,71.21,71.21,0.0,0
2252-NKNSI,2022-03-18,54.62,32.5,22.12,1
2252-NKNSI,2022-08-30,66.7,66.7,0.0,0
8713-IGZSO,2022-05-31,47.1,47.1,0.0,0
8713-IGZSO,2022-02-04,111.78,111.78,0.0,0
8713-IGZSO,2022-12-17,49.73,49.73,0.0,0
7905-TVXTA,2022-02-21,45.87,45.87,0.0,0
7905-TVXTA,2022-11-24,37.65,37.65,0.0,0
7905-TVXTA,2022-12-03,27.82,27.82,0.0,0
7695-PKLCZ,2022-09-15,86.04,78.05,7.99,1
2382-BCKQJ,2022-07-31,56.75,56.75,0.0,0
2382-BCKQJ,2022-06-04,102.95,102.95,0.0,0
2382-BCKQJ,2022-06-09,47.91,47.91,0.0,0
8374-UULRV,2022-12-14,52.52,52.52,0.0,0
8374-UULRV,2022-04-20,25.09,25.09,0.0,0
8374-UULRV,2022-05-01,103.7,103.7,0.0,0
2207-NHRJK,2022-02-23,88.7,59.99,28.71,1
3224-DFQNQ,2022-08-28,83.98,78.88,5.1,1
3224-DFQNQ,2022-09-13,69.87,69.87,0.0,0
5275-PMFUT,2022-08-12,106.8,106.8,0.0,0
5275-PMFUT,2022-03-21,64.66,55.3,9.36,1
5275-PMFUT,2022-03-24,31.16,31.16,0.0,0
4795-UXVCJ,2022-12-25,86.07,86.07,0.0,0
4795-UXVCJ,2022-07-15,109.1,109.1,0.0,0
9777-IQHWP,2022-03-23,92.8,92.8,0.0,0
9777-IQHWP,2022-06-21,118.05,94.06,23.99,1
9777-IQHWP,2022-03-05,46.63,43.14,3.49,1
0947-MUGVO,2022-01-08,112.39,112.39,0.0,0
0947-MUGVO,2022-10-11,103.28,103.28,0.0,0
9944-HKVVB,2022-07-09,47.41,41.56,5.85,1
4124-MMETB,2022-07-16,119.88,119.88,0.0,0
4124-MMETB,2022-08-29,90.98,55.58,35.4,1
4124-MMETB,2022-11-02,104.29,104.29,0.0,0
3671-SHRSP,2022-06-04,72.1,72.1,0.0,0
3671-SHRSP,2022-06-28,60.74,60.74,0.0,0
3671-SHRSP,2022-09-16,49.35,49.35,0.0,0
0979-MOZQI,2022-02-16,102.22,102.22,0.0,0
2732-ISEZX,2022-07-11,68.11,68.11,0.0,0
2732-ISEZX,2022-10-25,92.01,92.01,0.0,0
2732-ISEZX,2022-04-16,91.91,91.91,0.0,0
3313-QKNKB,2022-10-05,59.86,59.86,0.0,0
0323-XWWTN,2022-03-22,32.38,32.38,0.0,0
0323-XWWTN,2022-07-14,93.21,93.21,0.0,0
1937-OTUKY,2022-02-17,39.89,33.39,6.5,1
1573-LGXBA,2022-12-14,103.33,103.33,0.0,0
1573-LGXBA,2022-08-12,28.19,25.22,2.97,1
1764-VUUMT,2022-02-15,65.26,65.26,0.0,0
5073-WXOYN,2022-05-24,76.59,76.59,0.0,0
5073-WXOYN,2022-05-19,24.09,20.17,3.92,1
5073-WXOYN,2022-05-04,44.05,44.05,0.0,0
4713-ZBURT,2022-01-21,59.45,59.45,0.0,0
4713-ZBURT,2022-05-14,102.95,75.43,27.52,1
3050-GBUSH,2022-01-24,95.27,75.75,19.52,1
3050-GBUSH,2022-08-10,90.43,90.43,0.0,0
0207-MDKNV,2022-03-29,23.43,23.43,0.0,0
0207-MDKNV,2022-11-07,21.6,21.6,0.0,0
7876-AEHIG,2022-03-24,35.05,35.05,0.0,0
7945-HLKEA,2022-05-28,32.57,32.57,0.0,0
9342-VNIMQ,2022-03-25,112.67,112.67,0.0,0
9342-VNIMQ,2022-10-29,116.95,116.95,0.0,0
9851-KIELU,2022-02-03,59.12,59.12,0.0,0
3523-BRGUW,2022-06-23,111.6,111.6,0.0,0
3523-BRGUW,2022-02-16,116.29,116.29,0.0,0
3523-BRGUW,2022-07-18,26.86,26.86,0.0,0
3908-BLSYF,2022-12-02,20.03,20.03,0.0,0
3199-NPKCN,2022-01-24,109.84,109.84,0.0,0
3199-NPKCN,2022-09-27,97.48,97.48,0.0,0
5170-PTRKA,2022-01-07,58.44,35.27,23.17,1
4661-NJEUX,2022-01-05,119.56,106.53,13.03,1
4661-NJEUX,2022-01-07,44.25,44.25,0.0,0
4661-NJEUX,2022-01-28,89.98,89.98,0.0,0
2123-AGEEN,2022-08-18,114.85,114.85,0.0,0
2123-AGEEN,2022-02-19,107.07,107.07,0.0,0
2123-AGEEN,2022-07-01,80.4,80.4,0.0,0
1258-YMZNM,2022-11-06,49.44,49.44,0.0,0
1258-YMZNM,2022-08-23,48.45,48.45,0.0,0
0048-LUMLS,2022-04-23,50.3,50.3,0.0,0
0048-LUMLS,2022-02-18,114.74,114.74,0.0,0
7549-MYGPK,2022-09-11,28.15,28.15,0.0,0
7549-MYGPK,2022-03-15,76.91,76.91,0.0,0
7549-MYGPK,2022-02-26,100.54,70.26,30.28,1
5898-IGSLP,2022-07-07,80.01,80.01,0.0,0
3804-RVTGV,2022-08-31,20.12,20.12,0.0,0
3804-RVTGV,2022-01-08,71.03,71.03,0.0,0
3804-RVTGV,2022-01-05,112.79,112.79,0.0,0
6259-WJQLC,2022-08-05,76.93,76.93,0.0,0
6259-WJQLC,2022-05-18,27.14,27.14,0.0,0
6259-WJQLC,2022-10-27,91.85,91.85,0.0,0
9227-LUNBG,2022-01-21,61.82,31.2,30.62,1
9227-LUNBG,2022-04-28,110.6,110.6,0.0,0
9227-LUNBG,2022-10-28,51.13,51.13,0.0,0
7997-EASSD,2022-01-01,35.4,35.4,0.0,0
7997-EASSD,2022-05-14,62.15,62.15,0.0,0
0730-KOAVE,2022-08-29,95.48,95.48,0.0,0
0730-KOAVE,2022-11-08,108.73,108.73,0.0,0
8975-SKGRX,2022-04-08,99.78,99.78,0.0,0
8975-SKGRX,2022-05-14,43.92,43.92,0.0,0
8975-SKGRX,2022-09-13,104.04,104.04,0.0,0
0678-RLHVP,2022-04-27,102.36,102.36,0.0,0
0678-RLHVP,2022-08-02,108.85,108.85,0.0,0
4315-MURBD,2022-02-17,33.08,33.08,0.0,0
2267-FPIMA,2022-07-10,85.73,85.73,0.0,0
2267-FPIMA,2022-12-18,118.8,118.8,0.0,0
2267-FPIMA,2022-11-20,40.24,40.24,0.0,0
1051-GEJLJ,2022-05-03,100.82,100.82,0.0,0
1051-GEJLJ,2022-11-09,96.78,96.78,0.0,0
9734-YWGEX,2022-04-24,31.7,31.7,0.0,0
9734-YWGEX,2022-02-05,98.3,98.3,0.0,0
2719-BDAQO,2022-03-02,59.48,59.48,0.0,0
5285-MVEHD,2022-08-10,94.37,94.37,0.0,0
5285-MVEHD,2022-10-13,30.42,30.42,0.0,0
5285-MVEHD,2022-06-23,79.77,51.55,28.22,1
0379-DJQHR,2022-12-14,37.29,32.09,5.2,1
0379-DJQHR,2022-05-16,87.4,87.4,0.0,0
0379-DJQHR,2022-11-09,40.03,40.03,0.0,0
0781-LKXBR,2022-09-30,89.38,89.38,0.0,0
0781-LKXBR,2022-03-23,112.52,112.52,0.0,0
0781-LKXBR,2022-10-20,32.04,32.04,0.0,0
5543-QDCRY,2022-09-10,33.27,33.27,0.0,0
0297-RBCSG,2022-06-19,85.97,85.97,0.0,0
0297-RBCSG,2022-12-11,36.76,36.76,0.0,0
4694-PHWFW,2022-12-19,112.18,112.18,0.0,0
4694-PHWFW,2022-09-18,20.28,20.28,0.0,0
4694-PHWFW,2022-01-12,37.08,24.39,12.69,1
0835-JKADZ,2022-10-14,71.03,71.03,0.0,0
0835-JKADZ,2022-09-26,52.57,52.57,0.0,0
0835-JKADZ,2022-03-18,23.74,23.74,0.0,0
1907-UBQFC,2022-06-05,73.45,73.45,0.0,0
7508-SMHXL,2022-10-07,82.58,82.58,0.0,0
3865-YIOTT,2022-07-19,49.1,49.1,0.0,0
5993-BQHEA,2022-01-10,68.24,68.24,0.0,0
6024-RUGGH,2022-01-27,48.22,48.22,0.0,0
6024-RUGGH,2022-05-13,70.6,70.6,0.0,0
6513-EECDB,2022-08-15,87.85,87.85,0.0,0
